35	25
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	70	117	118	118	118	118	118	118	118	118	118	118	119	71	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	66	120	121	121	121	121	121	121	121	121	121	121	122	63	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	66	123	124	124	124	124	124	124	124	124	124	124	125	63	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	66	11	11	11	11	11	11	11	11	11	11	11	11	63	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	66	11	11	11	11	11	11	11	11	11	11	11	11	63	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	66	11	11	11	11	11	11	11	11	11	11	11	11	64	59	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	66	11	11	11	11	11	11	11	11	11	11	11	11	11	63	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	66	11	11	11	11	11	11	11	11	11	11	11	11	65	61	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	66	11	11	11	11	11	11	11	11	11	11	11	11	63	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	66	11	11	11	11	11	11	11	11	11	11	11	11	63	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	62	69	69	69	69	69	69	69	69	69	69	69	69	61	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
