35	25
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	60	58	58	58	58	58	58	58	58	58	58	58	58	59	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	66	137	138	138	138	138	138	138	138	138	138	138	139	63	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	66	140	141	141	141	141	141	141	141	141	141	141	142	63	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	66	143	144	144	144	144	144	144	144	144	144	144	145	63	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	66	9	9	9	9	9	9	9	9	9	9	9	9	63	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	66	9	9	9	9	9	9	9	9	9	9	9	9	63	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	66	9	9	9	9	9	9	9	9	9	9	9	9	64	59	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	66	9	9	9	9	9	9	9	9	9	9	9	9	9	63	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	66	9	9	9	9	9	9	9	9	9	9	9	9	65	61	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	66	9	9	9	9	9	9	9	9	9	9	9	9	63	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	66	9	9	9	9	9	9	9	9	9	9	9	9	63	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	62	69	69	69	69	69	69	69	69	69	69	69	69	61	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
